name,n,zero_PE_1h_mean,zero_PE_1h_std,zero_PE_6h_mean,zero_PE_6h_std,zero_PE_12h_mean,zero_PE_12h_std,zero_PE_pers_1h_mean,zero_PE_pers_1h_std,zero_PE_st_6h_mean,zero_PE_st_6h_std,ft_PE_1h_mean,ft_PE_1h_std,ft_PE_6h_mean,ft_PE_6h_std,ft_PE_12h_mean,ft_PE_12h_std,ft_PE_pers_1h_mean,ft_PE_pers_1h_std,ft_PE_st_6h_mean,ft_PE_st_6h_std,gain_PE_6h_mean,gain_PE_6h_std,gain_PE_12h_mean,gain_PE_12h_std,paired_t_PE_6h,paired_p_PE_6h,paired_t_PE_12h,paired_p_PE_12h,paired_t_PE_1h,paired_p_PE_1h
storm_bz,15,0.9638466437657676,0.0008503117453906,0.739634362856547,0.0199638891519936,0.567455244064331,0.0325785757800441,0.0999802668889363,0.0211681423868669,0.3374031742413839,0.146751470667509,0.9683850288391114,0.0012178906072067,0.8413180351257324,0.0172470473006243,0.7621338844299317,0.019992838539144,0.2129610141118367,0.030318770979638,0.2849505623181661,0.2514754008196387,0.1016836722691853,0.0181485732927207,0.1946786403656006,0.0277855282499499,21.69973159475433,3.5493781552639493e-12,27.135965356340904,1.6622960454277292e-13,15.540627056538469,3.1829541125425283e-10
transformer_matched,15,0.9335575699806212,0.0112355743450521,0.7969738284746806,0.0138181308105763,0.7350912968317668,0.0214108356003141,-0.6540513674418131,0.2797041648799728,0.5472514748573303,0.0797537027535489,0.9656564990679424,0.001774168978449,0.8782261689503987,0.0057983129772576,0.8313944141070048,0.0100636646485436,0.1450356046358744,0.0441671374540719,0.6057109793027242,0.064569060935199,0.0812523404757181,0.0135614595140919,0.096303117275238,0.0190341167508677,23.204652948735543,1.421708785501772e-12,19.595359967404494,1.4184063479921098e-11,11.269337796774687,2.085896739925393e-08
